,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
9814,22,1,2,0,0,3198,1,0,2,28,8,109,2,-1,0,0,0
9815,56,5,1,0,0,122,0,1,0,9,5,145,1,-1,0,0,0
9816,52,1,1,0,0,990,0,0,0,21,1,96,2,-1,0,0,0
9817,42,7,1,1,0,466,1,0,0,15,8,123,3,-1,0,0,0
9818,47,9,0,2,0,694,1,0,0,11,8,1001,4,-1,0,0,0
9819,48,6,0,1,1,7,0,0,2,20,6,633,2,-1,0,0,0
9820,52,1,1,0,0,2439,1,0,2,30,8,212,3,-1,0,0,0
9821,35,9,1,1,0,0,0,0,0,14,5,125,2,-1,0,0,0
9822,40,1,1,0,0,2171,1,0,2,9,8,97,1,-1,0,0,0
9823,59,1,1,0,0,638,0,0,0,6,1,170,2,-1,0,0,0
9824,44,4,1,2,0,588,1,0,2,5,6,245,2,-1,0,0,0
9825,41,1,0,0,0,285,1,0,0,20,0,1272,2,-1,0,0,1
9826,40,1,0,0,0,21,1,0,2,9,8,584,1,-1,0,0,0
9827,38,4,1,2,0,223,0,0,0,28,4,63,1,-1,0,0,0
9828,30,4,2,2,0,528,1,0,2,8,8,145,4,-1,0,0,0
9829,27,8,2,1,0,833,0,0,1,25,6,359,5,-1,0,0,0
9830,34,4,2,2,0,-322,0,0,2,9,8,198,1,-1,0,0,0
9831,45,4,1,2,0,0,0,0,0,24,5,523,2,-1,0,0,0
9832,35,9,1,1,0,1,0,0,0,2,3,215,2,-1,0,0,0
9833,35,0,1,1,0,-203,1,0,0,11,5,1649,2,-1,0,0,1
9834,27,0,2,1,0,450,1,0,0,7,5,107,3,-1,0,0,0
9835,27,0,1,1,0,132,0,0,0,13,10,123,2,-1,0,0,0
9836,35,9,1,2,0,393,0,0,0,29,1,150,2,-1,0,0,0
9837,35,10,1,1,0,2080,1,0,1,14,0,266,3,-1,0,0,0
9838,33,4,2,2,0,729,1,1,2,18,6,178,5,-1,0,0,0
9839,37,1,1,1,0,965,1,0,0,28,5,119,4,-1,0,0,0
9840,43,4,0,2,0,-496,1,1,0,22,5,420,3,-1,0,0,0
9841,29,1,1,1,0,0,1,0,0,16,5,186,4,-1,0,0,0
9842,31,4,2,2,0,170,1,1,0,13,1,458,2,-1,0,0,0
9843,38,2,1,0,0,-21,1,0,0,11,5,50,2,-1,0,0,0
9844,59,5,0,1,0,284,0,1,2,4,6,265,2,-1,0,0,0
9845,38,4,2,2,0,1495,1,0,0,30,4,339,2,-1,0,0,0
9846,59,9,0,1,0,879,1,0,2,26,8,228,1,-1,0,0,0
9847,45,9,2,2,0,1591,0,0,0,15,5,392,4,-1,0,0,0
9848,33,9,2,1,0,1500,0,0,0,7,1,133,4,-1,0,0,0
9849,55,1,0,3,0,276,1,0,0,13,8,35,1,-1,0,0,0
9850,31,0,0,2,0,-2,1,0,0,19,9,300,1,-1,0,0,0
9851,51,9,1,3,0,205,1,1,2,13,8,665,1,-1,0,0,0
9852,39,7,1,1,0,554,1,0,0,14,0,251,1,-1,0,0,0
9853,53,5,1,0,0,828,1,0,2,19,6,232,1,-1,0,0,0
9854,34,0,0,1,0,67,1,0,2,6,8,90,1,-1,0,0,0
9855,58,4,1,3,0,1065,1,0,2,5,8,213,3,-1,0,0,0
9856,33,7,1,1,0,210,1,1,2,20,8,201,1,-1,0,0,0
9857,39,8,2,2,0,1107,1,0,1,20,0,407,4,-1,0,0,0
9858,30,0,2,1,0,28,0,0,2,20,1,107,1,-1,0,0,0
9859,40,1,1,1,0,5,0,0,0,26,7,86,2,-1,0,0,0
9860,50,4,1,2,0,938,0,0,0,30,0,780,1,-1,0,0,1
9861,45,11,1,0,0,44,0,0,2,11,6,81,1,-1,0,0,0
9862,28,10,2,2,0,7,0,0,0,8,9,20,1,-1,0,0,0
9863,43,1,1,0,0,1558,1,0,2,12,8,110,3,-1,0,0,0
9864,39,0,2,1,0,0,1,0,2,5,6,22,1,-1,0,0,0
9865,45,9,1,1,0,118,1,0,2,7,8,208,2,-1,0,0,0
9866,49,2,0,2,0,1342,1,1,0,18,9,89,1,-1,0,0,0
9867,34,4,2,2,0,618,1,0,2,3,6,119,4,-1,0,0,0
9868,46,4,1,1,0,700,0,1,0,7,5,136,1,-1,0,0,0
9869,30,4,2,2,0,67,0,0,0,12,1,578,4,-1,0,0,0
9870,56,2,0,1,0,155,0,0,2,5,8,118,3,-1,0,0,0
9871,40,4,1,2,0,1777,1,0,0,18,9,81,4,-1,0,0,0
9872,31,7,0,1,0,139,0,0,0,2,3,178,1,-1,0,0,0
9873,50,9,2,1,0,246,1,0,0,17,5,174,2,-1,0,0,0
9874,52,0,1,1,0,693,0,0,2,12,6,271,1,-1,0,0,0
9875,20,8,2,1,0,67,1,0,2,19,8,387,1,-1,0,0,0
9876,44,4,1,2,0,1850,1,0,0,6,8,274,1,-1,0,0,0
9877,25,11,2,1,0,3,0,0,0,7,5,136,1,-1,0,0,0
9878,57,5,1,1,0,455,1,0,0,7,8,361,1,-1,0,0,0
9879,30,7,1,1,0,1801,1,0,2,8,8,807,2,-1,0,0,0
9880,30,4,2,2,0,102,1,0,0,18,2,364,3,-1,0,0,1
9881,53,4,1,2,1,-252,0,1,0,24,5,223,2,-1,0,0,0
9882,59,3,1,2,0,0,0,0,1,13,9,494,1,-1,0,0,1
9883,33,4,1,2,0,191,0,0,0,13,1,1148,2,-1,0,0,1
9884,32,4,2,2,0,47,0,0,0,19,1,133,4,-1,0,0,0
9885,58,4,1,2,0,911,1,0,0,30,4,49,1,-1,0,0,0
9886,54,3,1,1,0,0,0,1,0,7,5,97,1,-1,0,0,0
9887,52,7,1,1,0,91,1,0,2,5,6,175,4,-1,0,0,0
9888,33,1,1,0,0,392,1,0,2,23,8,302,1,-1,0,0,0
9889,42,4,0,2,0,16,0,0,0,19,9,140,3,-1,0,0,0
9890,28,9,1,0,0,-58,1,0,2,8,8,74,1,-1,0,0,0
9891,37,4,0,2,0,2519,1,0,0,19,9,58,1,-1,0,0,0
9892,29,1,1,1,0,97,1,0,0,18,8,342,4,-1,0,0,0
9893,60,4,1,2,0,36,1,0,2,16,8,194,3,-1,0,0,0
9894,35,7,1,1,0,505,1,1,2,27,8,371,2,-1,0,0,0
9895,35,1,2,0,0,227,0,1,2,5,6,414,1,-1,0,0,0
9896,25,9,2,1,0,-80,1,1,2,3,6,89,1,-1,0,0,0
9897,32,9,2,2,0,390,1,0,2,23,8,85,1,-1,0,0,0
9898,39,9,1,1,0,-112,0,1,0,11,1,187,2,-1,0,0,0
9899,52,4,1,2,0,732,0,0,1,4,3,48,1,-1,0,0,0
9900,33,4,1,2,0,0,1,0,0,7,0,366,1,-1,0,0,0
9901,51,4,0,1,0,-175,1,1,2,23,8,270,1,-1,0,0,0
9902,50,2,1,2,0,1605,1,0,2,23,8,22,2,-1,0,0,0
9903,34,0,1,1,0,19,1,1,0,13,10,98,1,-1,0,0,0
9904,56,5,1,0,0,556,1,0,0,28,1,102,4,-1,0,0,0
9905,59,1,1,0,0,2814,0,0,2,20,6,81,3,-1,0,0,0
9906,57,9,0,1,0,1244,1,0,0,18,5,383,1,-1,0,0,0
9907,59,5,1,3,0,178,1,0,1,11,5,330,2,-1,0,0,0
9908,43,4,1,2,0,8,0,0,0,11,1,95,4,-1,0,0,0
9909,46,0,1,1,0,517,1,0,0,5,8,29,3,-1,0,0,0
9910,45,0,0,1,0,-176,0,1,0,7,5,574,1,-1,0,0,1
9911,24,9,2,1,0,409,1,0,2,16,8,912,1,-1,0,0,1
9912,50,4,1,2,0,0,0,0,2,6,8,326,1,-1,0,0,0
9913,43,4,1,1,0,3196,1,1,2,19,8,159,3,-1,0,0,0
9914,31,4,1,2,0,2984,0,0,0,22,0,343,5,-1,0,0,0
9915,49,3,0,1,0,0,0,0,1,30,0,136,2,-1,0,0,0
9916,39,9,2,2,0,21,1,0,2,23,8,58,1,-1,0,0,0
9917,57,4,1,1,0,0,0,0,0,28,4,132,1,-1,0,0,0
9918,37,7,1,1,0,1,0,0,2,15,8,395,2,-1,0,0,0
9919,46,9,1,1,0,190,1,0,0,12,1,370,2,-1,0,0,0
9920,45,9,2,1,0,31,0,0,2,29,8,177,1,-1,0,0,0
9921,57,4,1,2,0,337,0,0,0,5,3,59,2,-1,0,0,0
9922,49,4,1,1,0,601,0,0,0,20,1,278,6,-1,0,0,0
9923,53,9,1,1,0,-725,1,0,2,27,8,1205,1,-1,0,0,1
9924,55,4,2,2,0,854,1,1,2,17,6,98,4,-1,0,0,0
9925,48,9,1,1,0,127,0,1,0,7,1,524,5,-1,0,0,0
9926,43,9,1,0,0,-441,1,0,0,14,5,216,3,-1,0,0,0
9927,46,4,2,2,0,3,0,0,0,8,5,85,1,-1,0,0,0
9928,26,4,2,2,0,141,0,0,0,12,1,74,2,-1,0,0,0
9929,35,7,1,1,0,44,1,0,1,17,0,377,2,-1,0,0,0
9930,47,4,0,2,0,0,1,1,0,18,9,203,3,-1,0,0,0
9931,52,11,1,3,0,1317,0,0,2,12,6,58,1,-1,0,0,0
9932,43,1,2,0,0,999,1,0,2,12,6,317,1,-1,0,0,0
9933,38,1,1,1,0,451,0,0,0,30,4,143,1,-1,0,0,0
9934,42,1,2,0,0,177,1,0,0,14,8,174,2,-1,0,0,0
9935,32,2,1,1,0,-242,1,0,0,20,0,1202,3,-1,0,0,1
9936,42,7,1,1,0,0,1,0,0,9,5,431,1,-1,0,0,0
9937,32,4,2,2,0,718,1,0,0,15,6,95,1,-1,0,0,1
9938,41,4,2,2,0,1982,0,0,0,21,9,558,1,-1,0,0,1
9939,34,9,2,1,0,0,0,0,1,10,5,185,1,-1,0,0,0
9940,33,9,2,1,0,31,0,1,0,25,1,131,3,-1,0,0,0
9941,41,1,1,0,0,1256,0,0,0,31,5,74,2,-1,0,0,0
9942,46,1,1,0,0,587,1,0,2,8,8,173,2,-1,0,0,0
9943,32,4,2,2,0,3097,1,0,0,20,9,167,1,-1,0,0,0
9944,39,9,1,1,0,-54,1,1,2,30,6,252,4,-1,0,0,0
9945,54,5,1,1,0,1826,1,0,0,17,9,264,4,-1,0,0,0
9946,34,7,1,1,0,-538,1,0,2,26,8,682,1,-1,0,0,1
9947,36,4,2,2,0,553,0,0,0,11,1,106,2,-1,0,0,0
9948,38,7,2,1,0,70,1,0,0,15,8,150,3,-1,0,0,0
9949,31,9,2,2,0,696,0,1,0,11,5,184,2,-1,0,0,0
9950,30,7,2,2,0,542,1,0,2,7,8,435,2,-1,0,0,0
9951,33,2,1,2,0,0,0,0,0,20,9,232,1,-1,0,0,0
9952,44,6,1,1,0,-264,1,0,0,29,4,227,1,-1,0,0,0
9953,40,4,2,2,0,171,0,0,0,19,1,1241,3,-1,0,0,0
9954,32,1,1,1,0,-230,1,0,0,14,5,331,2,-1,0,0,0
9955,33,9,2,2,0,129,1,0,2,8,8,128,1,-1,0,0,0
9956,58,5,0,2,0,499,1,1,0,29,4,181,1,-1,0,0,0
9957,45,1,1,0,0,180,1,1,2,29,8,150,1,-1,0,0,0
9958,56,9,1,1,0,1093,0,0,0,7,1,89,4,-1,0,0,0
9959,60,1,1,1,0,1130,0,0,0,14,5,64,2,-1,0,0,0
9960,47,0,1,1,0,0,0,0,0,9,0,159,1,-1,0,0,0
9961,32,4,2,2,0,151,0,0,2,23,8,111,2,-1,0,0,0
9962,36,7,0,1,0,82,1,0,0,10,5,226,1,-1,0,0,0
9963,41,9,1,2,0,1517,0,0,0,8,1,193,3,-1,0,0,1
9964,37,6,1,1,0,2260,1,0,2,30,8,370,3,-1,0,0,0
9965,40,9,1,1,0,-312,1,0,2,28,8,198,1,-1,0,0,0
9966,27,10,1,1,0,724,1,1,0,17,0,200,3,-1,0,0,0
9967,49,0,0,1,0,169,1,0,2,30,8,447,1,-1,0,0,0
9968,43,7,2,1,0,532,1,0,2,9,6,216,2,-1,0,0,0
9969,50,1,0,1,0,-1,1,0,1,20,0,151,1,-1,0,0,0
9970,29,1,1,1,0,185,1,1,2,5,6,471,3,-1,0,0,0
9971,30,1,1,0,0,1,1,1,1,22,5,80,2,-1,0,0,0
9972,37,2,1,2,0,0,1,1,0,24,5,226,6,-1,0,0,0
9973,48,0,1,1,0,292,1,1,0,29,5,164,6,-1,0,0,0
9974,34,7,2,1,0,1921,1,0,0,4,3,61,1,-1,0,0,0
9975,50,0,1,1,0,0,1,1,2,23,8,97,1,-1,0,0,0
9976,54,9,2,1,0,23,0,0,0,30,5,93,4,-1,0,0,0
9977,32,9,2,1,0,-28,0,1,2,4,5,400,1,-1,0,0,0
9978,59,4,1,2,0,82,1,0,0,17,0,324,4,-1,0,0,0
9979,55,0,1,0,0,343,1,0,0,14,5,276,3,-1,0,0,0
9980,42,7,1,1,0,174,1,0,0,11,8,67,1,-1,0,0,0
9981,33,7,2,1,0,91,0,1,2,28,8,376,3,-1,0,0,0
9982,57,5,1,1,0,-418,0,1,2,27,6,95,1,-1,0,0,0
9983,39,1,1,1,0,2457,0,0,0,29,5,284,3,-1,0,0,0
9984,33,1,1,0,0,0,0,0,0,8,8,174,1,-1,0,0,0
9985,57,9,1,1,0,792,1,0,2,5,8,65,2,-1,0,0,0
9986,26,9,2,1,0,3,1,0,2,19,8,610,1,-1,0,0,0
9987,21,1,2,1,0,820,1,0,2,27,6,302,2,-1,0,0,0
9988,39,7,0,1,0,1957,1,1,0,20,9,47,1,-1,0,0,0
9989,41,9,2,1,0,3023,0,0,0,31,5,616,3,-1,0,0,0
9990,36,1,1,0,0,2079,1,1,2,19,8,403,2,-1,0,0,0
9991,47,3,2,0,0,46,0,0,0,4,3,371,1,-1,0,0,0
9992,56,4,1,0,1,-255,1,0,1,11,8,9,5,-1,0,0,0
9993,51,6,1,0,0,307,1,1,2,17,6,65,2,-1,0,0,0
9994,36,4,1,2,0,673,1,0,0,16,5,689,1,-1,0,0,1
9995,47,4,1,2,0,7,1,0,0,25,5,102,5,-1,0,0,0
9996,31,1,2,1,0,54,1,0,0,29,6,401,1,-1,0,0,1
9997,50,9,0,3,0,2794,0,0,0,12,1,1336,2,-1,0,0,1
9998,32,8,2,1,0,1102,0,0,1,8,10,194,1,-1,0,0,1
9999,27,1,1,0,0,52,0,1,0,7,5,185,1,-1,0,0,0
10000,47,0,1,1,0,452,0,0,0,15,8,113,4,-1,0,0,0
10001,46,9,0,1,0,-90,0,1,1,17,10,270,1,-1,0,0,1
10002,46,5,1,0,0,270,1,1,0,29,4,133,1,-1,0,0,0
10003,29,1,1,1,0,415,1,0,0,11,8,128,3,-1,0,0,0
10004,48,0,1,1,0,2707,0,0,0,17,9,212,2,-1,0,0,0
10005,30,4,2,2,0,635,1,0,2,4,6,29,2,-1,0,0,0
10006,24,1,2,1,0,578,1,0,0,17,0,385,5,-1,0,0,0
10007,26,8,2,0,0,177,1,0,0,15,8,58,3,-1,0,0,0
10008,54,1,0,1,0,462,1,0,2,23,8,260,3,-1,0,0,0
10009,37,4,1,0,0,1404,1,0,0,2,3,97,1,-1,0,0,0
10010,39,0,1,0,0,0,0,0,0,17,9,106,1,-1,0,0,0
10011,55,6,2,1,0,2607,1,0,2,14,8,38,1,-1,0,0,0
10012,50,4,1,1,0,-187,1,0,2,29,8,31,2,-1,0,0,0
10013,56,9,0,1,0,179,0,0,0,18,5,536,1,-1,0,0,1
10014,36,1,2,0,0,49,1,0,2,8,8,405,1,-1,0,0,0
10015,39,9,2,1,0,0,1,1,0,5,3,95,4,-1,0,0,0
10016,57,1,1,0,0,249,1,0,2,5,8,164,1,-1,0,0,0
10017,39,9,1,1,0,1,1,0,2,26,8,506,2,-1,0,0,0
10018,57,4,1,1,0,262,0,0,0,25,5,276,1,-1,0,0,0
10019,48,4,1,1,0,3260,0,0,2,20,6,111,3,-1,0,0,0
10020,48,4,2,2,0,648,1,0,0,31,5,462,2,-1,0,0,0
10021,31,4,0,2,0,373,0,0,0,10,3,132,6,-1,0,0,1
10022,35,1,1,1,0,-185,1,1,2,27,8,130,2,-1,0,0,0
10023,54,0,0,1,0,-437,1,1,0,10,5,158,1,-1,0,0,0
10024,49,1,1,3,0,2635,0,0,0,7,1,88,2,-1,0,0,0
10025,30,4,1,2,0,0,0,0,0,7,1,74,1,-1,0,0,0
10026,41,4,1,2,0,393,1,0,2,8,8,110,2,-1,0,0,0
10027,35,9,1,1,0,374,1,1,1,7,1,72,5,-1,0,0,0
10028,32,4,2,2,0,3199,0,0,0,12,1,58,3,-1,0,0,0
10029,41,1,0,0,0,0,0,0,0,30,5,509,2,-1,0,0,1
10030,32,1,1,0,0,4,1,0,2,26,8,76,5,-1,0,0,0
10031,40,4,2,2,0,15,0,1,2,22,1,4,1,-1,0,0,0
10032,28,3,2,1,0,1,1,0,0,12,8,395,2,-1,0,0,0
10033,28,10,2,1,1,-353,1,0,2,12,8,89,3,-1,0,0,0
10034,39,6,1,1,0,656,0,0,0,29,4,309,3,-1,0,0,0
10035,29,9,2,2,0,2893,1,0,2,3,6,250,1,-1,0,0,0
10036,28,1,1,1,0,619,0,0,1,7,5,327,2,-1,0,0,0
10037,36,7,2,0,0,58,1,0,2,6,8,134,1,-1,0,0,0
10038,51,9,1,1,0,805,0,0,0,13,1,270,2,-1,0,0,0
10039,33,1,2,1,0,2945,0,0,0,20,9,91,1,-1,0,0,0
10040,48,6,1,0,0,1204,1,0,2,19,6,53,1,-1,0,0,0
10041,36,7,0,1,0,241,1,0,2,8,8,133,1,-1,0,0,0
10042,58,4,1,1,0,407,1,0,0,29,5,145,2,-1,0,0,0
10043,34,0,1,1,0,244,1,0,0,31,5,56,4,-1,0,0,0
10044,43,7,2,2,0,126,1,0,2,20,6,351,2,-1,0,0,0
10045,36,8,2,3,0,417,0,0,0,10,3,151,1,-1,0,0,1
10046,24,1,2,3,0,76,1,0,2,19,8,345,1,-1,0,0,0
10047,38,9,1,1,0,-228,1,0,0,7,5,162,4,-1,0,0,0
10048,43,1,1,0,0,1,1,1,0,14,8,649,2,-1,0,0,0
10049,41,9,1,2,0,91,0,1,0,29,5,204,3,-1,0,0,0
10050,44,3,1,0,0,882,0,0,1,14,1,187,4,-1,0,0,0
10051,47,9,1,3,0,2106,1,0,2,6,8,168,1,-1,0,0,0
10052,53,0,0,1,0,-120,1,0,2,27,8,211,1,-1,0,0,0
10053,52,10,1,1,0,105,0,0,0,20,9,96,1,-1,0,0,0
10054,44,1,2,1,0,292,0,1,0,17,5,1153,4,-1,0,0,1
10055,38,0,0,2,0,2801,1,1,0,7,8,252,2,-1,0,0,0
10056,52,0,1,1,0,-462,1,0,0,9,3,172,5,-1,0,0,0
10057,34,9,0,1,0,-133,1,0,0,8,5,395,1,-1,0,0,0
10058,55,9,1,1,0,956,1,1,0,5,3,116,4,-1,0,0,0
10059,35,4,1,1,0,1160,1,0,2,27,8,116,3,-1,0,0,0
10060,32,4,1,2,0,1651,1,0,2,23,8,189,2,-1,0,0,0
10061,58,4,1,2,0,714,1,0,2,15,8,850,6,-1,0,0,0
10062,60,5,1,2,0,100,0,0,2,5,8,528,1,-1,0,0,0
10063,30,4,2,2,0,115,0,0,0,12,1,154,2,-1,0,0,0
10064,31,4,1,1,0,2294,0,0,0,20,1,483,2,-1,0,0,0
10065,43,0,1,1,0,3215,1,0,0,21,5,228,3,-1,0,0,0
10066,41,1,1,1,0,0,1,0,0,6,0,165,4,-1,0,0,0
10067,29,1,1,0,0,-235,1,0,0,22,5,189,1,-1,0,0,0
10068,33,1,2,1,0,49,1,0,2,15,8,558,6,-1,0,0,0
10069,47,5,2,0,0,3033,0,0,0,8,11,293,1,-1,0,0,1
10070,49,9,1,1,0,0,1,0,0,11,5,178,2,-1,0,0,0
10071,25,3,1,0,0,669,1,0,0,24,5,367,2,-1,0,0,0
10072,34,1,1,1,0,187,1,0,2,12,8,379,2,-1,0,0,0
10073,40,4,1,2,0,0,1,0,0,2,3,279,1,-1,0,0,0
10074,50,4,0,2,0,151,0,0,0,9,6,103,4,-1,0,0,0
10075,33,9,2,1,0,151,1,0,0,27,1,86,6,-1,0,0,0
10076,31,4,2,2,0,44,0,0,2,28,8,95,2,-1,0,0,0
10077,59,5,1,0,0,488,0,0,0,31,5,231,2,-1,0,0,0
10078,34,1,2,1,0,783,1,0,0,4,3,142,1,-1,0,0,0
10079,57,10,1,3,0,288,0,0,0,9,3,42,3,-1,0,0,0
10080,41,9,1,1,0,459,1,0,2,19,8,102,1,-1,0,0,0
10081,32,9,2,3,0,317,1,0,2,21,8,394,2,-1,0,0,0
10082,42,0,2,0,0,629,1,0,2,29,8,164,3,-1,0,0,0
10083,31,4,1,2,0,2,1,0,0,18,9,224,1,-1,0,0,0
10084,51,0,2,1,0,2685,0,0,2,20,6,78,2,-1,0,0,0
10085,31,7,2,1,0,2251,1,1,0,17,5,134,1,-1,0,0,0
10086,27,7,2,1,0,1636,1,0,2,28,8,282,2,-1,0,0,0
10087,34,9,1,1,0,260,1,0,0,22,1,142,2,-1,0,0,0
10088,54,1,1,0,0,781,1,0,2,9,8,103,2,-1,0,0,0
10089,39,9,1,1,0,140,0,0,0,22,1,110,1,-1,0,0,0
10090,30,7,2,1,0,1649,1,0,2,23,8,206,1,-1,0,0,0
10091,33,10,1,1,0,1211,0,0,0,7,1,456,1,-1,0,0,1
10092,35,4,1,2,0,569,0,0,0,11,1,121,3,-1,0,0,0
10093,46,7,1,1,0,327,1,1,0,20,0,148,2,-1,0,0,0
10094,32,4,2,2,0,522,0,0,0,22,1,576,2,-1,0,0,1
10095,44,0,0,1,0,49,1,0,0,6,8,155,2,-1,0,0,0
10096,45,1,1,0,0,0,1,0,0,24,5,137,1,-1,0,0,0
10097,37,0,1,1,0,1123,0,1,2,28,8,138,1,-1,0,0,0
10098,40,4,2,1,0,900,1,0,0,30,5,84,2,-1,0,0,0
10099,54,7,1,2,0,0,0,0,0,28,1,282,2,-1,0,0,0
10100,41,4,2,2,0,572,1,0,2,8,8,8,2,-1,0,0,0
10101,42,9,1,2,0,1619,0,0,0,4,1,148,1,-1,0,0,0
10102,51,9,1,1,0,271,1,0,2,28,8,294,3,-1,0,0,0
10103,52,4,0,2,0,-299,0,0,0,29,5,110,2,-1,0,0,0
10104,30,1,1,1,0,119,1,0,2,30,8,281,2,-1,0,0,0
10105,43,4,1,2,0,2886,0,0,0,20,9,230,1,-1,0,0,0
10106,50,1,0,0,0,171,0,0,0,14,1,75,3,-1,0,0,0
10107,44,0,1,2,0,348,1,1,0,16,3,170,2,-1,0,0,1
10108,30,9,0,1,0,2403,0,0,0,20,1,132,2,-1,0,0,0
10109,24,1,2,1,0,77,1,0,2,16,8,236,2,-1,0,0,0
10110,39,1,1,1,0,293,1,0,2,23,8,160,3,-1,0,0,0
10111,29,0,2,2,0,89,1,0,0,22,5,120,1,-1,0,0,0
10112,32,1,1,1,0,3166,1,0,0,20,9,418,3,-1,0,0,0
10113,27,8,2,1,0,568,1,0,0,18,8,28,6,-1,0,0,0
10114,51,4,1,2,0,1355,1,0,2,3,6,272,1,-1,0,0,0
10115,42,1,1,0,0,161,1,0,2,20,6,365,3,-1,0,0,0
10116,22,1,2,1,0,0,1,0,2,19,8,123,1,-1,0,0,0
10117,47,0,1,1,0,1265,1,1,0,20,0,250,2,-1,0,0,0
10118,34,4,1,2,0,179,1,0,0,20,9,184,1,-1,0,0,0
10119,40,4,1,2,0,193,0,0,0,18,1,105,6,-1,0,0,0
10120,58,0,1,3,0,2180,0,0,0,18,1,273,4,-1,0,0,0
10121,32,1,1,1,0,5,0,0,0,20,9,269,1,-1,0,0,0
10122,46,1,2,0,0,96,1,0,0,19,9,217,1,-1,0,0,0
10123,58,1,1,1,0,1894,0,0,0,11,1,153,6,-1,0,0,0
10124,42,7,0,3,0,-291,1,0,0,14,5,129,2,-1,0,0,0
10125,39,1,1,0,0,119,1,0,0,21,9,271,2,-1,0,0,0
10126,59,3,1,0,0,100,0,0,0,5,1,1134,1,-1,0,0,1
10127,47,6,1,2,0,3072,0,0,0,21,9,229,3,-1,0,0,0
10128,29,0,2,1,0,11,0,0,2,27,6,326,1,-1,0,0,0
10129,44,1,1,1,0,-448,1,0,2,18,6,149,2,-1,0,0,0
10130,45,1,1,3,0,818,1,0,2,30,8,343,3,-1,0,0,0
10131,36,1,1,0,0,1244,1,0,2,2,6,143,1,-1,0,0,0
10132,43,9,2,1,0,54,1,0,0,30,5,62,2,-1,0,0,0
10133,42,4,1,2,0,356,0,0,0,19,1,129,4,-1,0,0,0
10134,46,4,1,2,0,-3,0,0,0,25,1,728,4,-1,0,0,0
10135,41,4,1,2,0,36,0,0,2,9,6,44,4,-1,0,0,0
10136,52,2,1,1,0,113,1,1,2,5,8,127,1,-1,0,0,0
10137,46,4,0,1,0,0,0,0,0,27,1,763,5,-1,0,0,1
10138,41,0,1,1,0,-396,1,0,0,7,5,104,4,-1,0,0,0
10139,34,9,2,1,0,692,1,0,2,20,8,254,1,-1,0,0,0
10140,33,9,1,1,0,0,1,1,0,4,3,154,2,-1,0,0,0
10141,55,5,1,1,0,102,1,0,2,7,8,74,1,-1,0,0,0
10142,35,1,2,1,0,341,0,1,0,4,3,348,2,-1,0,0,0
10143,57,9,2,1,0,104,0,0,0,21,1,297,2,-1,0,0,0
10144,47,9,0,1,0,47,0,1,2,1,5,224,2,-1,0,0,0
10145,38,4,2,2,0,2117,0,0,0,14,1,81,2,-1,0,0,0
10146,34,4,2,2,0,0,0,0,0,22,1,174,1,-1,0,0,0
10147,31,8,2,2,0,64,0,0,0,2,6,261,2,-1,0,0,1
10148,28,0,0,1,0,785,1,0,2,8,8,442,2,-1,0,0,1
10149,46,1,1,0,0,333,1,0,0,31,5,284,4,-1,0,0,0
10150,37,3,1,1,0,942,0,0,2,17,6,79,1,-1,0,0,0
10151,29,4,2,2,0,2907,1,0,0,26,8,150,1,-1,0,0,0
10152,40,2,1,1,0,1349,0,0,0,20,9,82,3,-1,0,0,0
10153,60,1,1,0,0,2147,0,0,1,14,8,213,1,-1,0,0,0
10154,51,1,1,1,0,794,1,0,1,24,5,747,1,-1,0,0,0
10155,59,5,1,1,0,278,0,0,0,12,1,141,3,-1,0,0,0
10156,48,9,1,1,0,0,0,0,0,28,4,142,1,-1,0,0,0
10157,27,7,2,1,0,87,0,0,0,8,5,260,1,-1,0,0,0
10158,41,4,2,2,0,2408,0,0,0,29,1,122,2,-1,0,0,0
10159,33,1,1,1,0,941,1,0,2,26,8,218,2,-1,0,0,0
10160,49,7,0,0,0,90,0,0,0,23,5,126,4,-1,0,0,0
10161,32,6,1,2,0,102,0,0,0,22,1,398,5,-1,0,0,0
10162,32,4,2,2,0,0,0,0,0,22,1,360,2,-1,0,0,0
10163,36,4,1,2,0,0,0,1,0,4,1,89,1,-1,0,0,0
10164,35,9,0,1,0,0,0,0,0,24,5,262,2,-1,0,0,0
10165,39,4,2,2,0,406,1,0,2,7,8,68,1,-1,0,0,0
10166,56,9,1,2,0,1663,0,0,2,19,6,22,1,-1,0,0,0
10167,35,4,1,2,0,43,1,0,0,20,0,860,1,-1,0,0,1
10168,54,0,1,1,0,191,1,1,1,17,9,44,1,-1,0,0,0
10169,42,9,1,1,0,2,0,0,2,29,8,249,2,-1,0,0,0
10170,33,9,0,1,0,791,1,0,0,24,5,268,2,-1,0,0,0
10171,43,10,0,1,0,1854,0,0,0,30,0,323,1,-1,0,0,1
10172,29,0,2,1,0,-133,0,0,0,18,5,108,1,-1,0,0,0
10173,37,4,1,2,0,115,0,0,2,7,8,36,1,-1,0,0,0
10174,52,7,1,0,0,14,0,1,0,28,5,55,5,-1,0,0,0
10175,33,3,1,0,0,2054,0,0,0,25,1,472,6,-1,0,0,1
10176,44,7,0,1,0,7,1,1,2,7,8,238,3,-1,0,0,0
